ProjectID,Project-Number,Name,Address,Geometry,LocationJSON
122572,22-136,HME ERECTION 22-135 LOGAN INTERGENERATIONAL FAMILY ED CENTER,"305 Sherman St, Logan, KS 67646, USA","{""location"":{""lat"":39.6648547,""lng"":-99.5737356},""viewport"":{""east"":-99.5721892697085,""north"":39.6662000802915,""south"":39.6635021197085,""west"":-99.57488723029151}}","{""Street1"":""305 Sherman St"",""Street2"":null,""City"":""Logan"",""State"":""KS"",""Zip"":""67646-5124"",""Country"":""USA"",""GooglePlaceID"":""ChIJ8-QRZcxgn4cRoecn48_YNM8"",""CityStateString"":""Logan, KS"",""Address_HTML"":""<span class=\""street-address\"">305 Sherman St</span>, <span class=\""locality\"">Logan</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67646-5124</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""305 Sherman St, Logan, KS 67646, USA"",""Address_Vicinity"":""Logan"",""DistanceToHME"":""{\""DistanceMeters\"":386822,\""DistanceMiles\"":240.36064473635156,\""DistanceText\"":\""240 mi\"",\""DurationDays\"":0.4897916666666667,\""DurationMinutes\"":235.1,\""DurationSeconds\"":14106,\""DurationText\"":\""3 hours 55 mins\"",\""TransitDurationText\"":\""3 hours, 56 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.6648547,\""lng\"":-99.5737356},\""viewport\"":{\""east\"":-99.5721892697085,\""north\"":39.6662000802915,\""south\"":39.6635021197085,\""west\"":-99.57488723029151}}""}"
122603,22-137,HME ERECTION 22-045 B-21 Formal Training Unit,"Ellsworth AFB, SD, USA","{""location"":{""lat"":44.1463938,""lng"":-103.0748767},""viewport"":{""east"":-103.0598870688351,""north"":44.15828397202055,""south"":44.12544001006568,""west"":-103.0944189548774}}","{""Street1"":null,""Street2"":null,""City"":""Ellsworth AFB"",""State"":""SD"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJly7DSS9kfYcR1tqsdzQg-AQ"",""CityStateString"":""Ellsworth AFB, SD"",""Address_HTML"":""<span class=\""locality\"">Ellsworth AFB</span>, <span class=\""region\"">SD</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Ellsworth AFB, SD, USA"",""Address_Vicinity"":""Ellsworth Air Force Base"",""DistanceToHME"":""{\""DistanceMeters\"":1077542,\""DistanceMiles\"":669.5552213951061,\""DistanceText\"":\""670 mi\"",\""DurationDays\"":1.2286458333333334,\""DurationMinutes\"":589.75,\""DurationSeconds\"":35385,\""DurationText\"":\""9 hours 50 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 51 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":44.1463938,\""lng\"":-103.0748767},\""viewport\"":{\""east\"":-103.0598870688351,\""north\"":44.15828397202055,\""south\"":44.12544001006568,\""west\"":-103.0944189548774}}""}"
122777,23-002,TFI SHUTTLE WAGON 315 FRAMES,"300 SW Jackson St, Topeka, KS 66603, USA","{""location"":{""lat"":39.0559366,""lng"":-95.6726752},""viewport"":{""east"":-95.6715108697085,""north"":39.05733298029151,""south"":39.05463501970851,""west"":-95.6742088302915}}","{""Street1"":""300 SW Jackson St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66603-3326"",""Country"":""USA"",""GooglePlaceID"":""ChIJ1zYhgwkDv4cRf8W96Y5PM_g"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">300 SW Jackson St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66603-3326</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""300 SW Jackson St, Topeka, KS 66603, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":7713,\""DistanceMiles\"":4.79264791777996,\""DistanceText\"":\""4.8 mi\"",\""DurationDays\"":0.0228125,\""DurationMinutes\"":10.95,\""DurationSeconds\"":657,\""DurationText\"":\""11 mins\"",\""TransitDurationText\"":\""10 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0559366,\""lng\"":-95.6726752},\""viewport\"":{\""east\"":-95.6715108697085,\""north\"":39.05733298029151,\""south\"":39.05463501970851,\""west\"":-95.6742088302915}}""}"
122915,23-004,Offutt Security Campus,"Butler Blvd, Offutt AFB, NE 68113, USA","{""location"":{""lat"":41.1096002,""lng"":-95.8910081},""viewport"":{""east"":-95.88969216970848,""north"":41.11096253029149,""south"":41.1082645697085,""west"":-95.8923901302915}}","{""Street1"":""Butler Blvd"",""Street2"":null,""City"":""Offutt AFB"",""State"":""NE"",""Zip"":""68113"",""Country"":""USA"",""GooglePlaceID"":""ChIJSYAmQwB5lIcRLl7ZHUD0lbM"",""CityStateString"":""Offutt AFB, NE"",""Address_HTML"":""<span class=\""street-address\"">Butler Blvd</span>, <span class=\""locality\"">Offutt AFB</span>, <span class=\""region\"">NE</span> <span class=\""postal-code\"">68113</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Butler Blvd, Offutt AFB, NE 68113, USA"",""Address_Vicinity"":""Butler Boulevard, Offutt Air Force Base"",""DistanceToHME"":""{\""DistanceMeters\"":237584,\""DistanceMiles\"":147.6282202642077,\""DistanceText\"":\""148 mi\"",\""DurationDays\"":0.29909722222222224,\""DurationMinutes\"":143.56666666666666,\""DurationSeconds\"":8614,\""DurationText\"":\""2 hours 24 mins\"",\""TransitDurationText\"":\""2 hours, 24 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":41.1096002,\""lng\"":-95.8910081},\""viewport\"":{\""east\"":-95.88969216970848,\""north\"":41.11096253029149,\""south\"":41.1082645697085,\""west\"":-95.8923901302915}}""}"
122929,23-005,ADAL Flight Simulator,"Ellsworth AFB, SD 57706, USA","{""location"":{""lat"":44.1521528,""lng"":-103.0731459},""viewport"":{""east"":-103.0600560561546,""north"":44.15520206171111,""south"":44.14050497227469,""west"":-103.0810339232886}}","{""Street1"":null,""Street2"":null,""City"":""Ellsworth AFB"",""State"":""SD"",""Zip"":""57706"",""Country"":""USA"",""GooglePlaceID"":""ChIJjwJUiZdmfYcRtmOsevfJ8p0"",""CityStateString"":""Ellsworth AFB, SD"",""Address_HTML"":""<span class=\""locality\"">Ellsworth AFB</span>, <span class=\""region\"">SD</span> <span class=\""postal-code\"">57706</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Ellsworth AFB, SD 57706, USA"",""Address_Vicinity"":""Ellsworth Air Force Base"",""DistanceToHME"":""{\""DistanceMeters\"":1082596,\""DistanceMiles\"":672.6956392061343,\""DistanceText\"":\""673 mi\"",\""DurationDays\"":1.228611111111111,\""DurationMinutes\"":589.7333333333333,\""DurationSeconds\"":35384,\""DurationText\"":\""9 hours 50 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 51 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":44.1521528,\""lng\"":-103.0731459},\""viewport\"":{\""east\"":-103.0600560561546,\""north\"":44.15520206171111,\""south\"":44.14050497227469,\""west\"":-103.0810339232886}}""}"
122944,23-006,HME ERECTION 23-005 ADAL FLIGHT SIMULATOR,"Ellsworth AFB, SD 57706, USA","{""location"":{""lat"":44.1521528,""lng"":-103.0731459},""viewport"":{""east"":-103.0600560561546,""north"":44.15520206171111,""south"":44.14050497227469,""west"":-103.0810339232886}}","{""Street1"":null,""Street2"":null,""City"":""Ellsworth AFB"",""State"":""SD"",""Zip"":""57706"",""Country"":""USA"",""GooglePlaceID"":""ChIJjwJUiZdmfYcRtmOsevfJ8p0"",""CityStateString"":""Ellsworth AFB, SD"",""Address_HTML"":""<span class=\""locality\"">Ellsworth AFB</span>, <span class=\""region\"">SD</span> <span class=\""postal-code\"">57706</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Ellsworth AFB, SD 57706, USA"",""Address_Vicinity"":""Ellsworth Air Force Base"",""DistanceToHME"":""{\""DistanceMeters\"":1082641,\""DistanceMiles\"":672.7236009792834,\""DistanceText\"":\""673 mi\"",\""DurationDays\"":1.2094444444444443,\""DurationMinutes\"":580.5333333333333,\""DurationSeconds\"":34832,\""DurationText\"":\""9 hours 41 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 41 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":44.1521528,\""lng\"":-103.0731459},\""viewport\"":{\""east\"":-103.0600560561546,\""north\"":44.15520206171111,\""south\"":44.14050497227469,\""west\"":-103.0810339232886}}""}"
122965,23-009,Ford KCAP Air Tempering,"Kansas City, MO, USA","{""location"":{""lat"":39.0997265,""lng"":-94.5785667},""viewport"":{""east"":-94.38552203989353,""north"":39.3566620081523,""south"":38.82717597767778,""west"":-94.76591699667073}}","{""Street1"":null,""Street2"":null,""City"":""Kansas City"",""State"":""MO"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJl5npr173wIcRolGqauYlhVU"",""CityStateString"":""Kansas City, MO"",""Address_HTML"":""<span class=\""locality\"">Kansas City</span>, <span class=\""region\"">MO</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Kansas City, MO, USA"",""Address_Vicinity"":""Kansas City"",""DistanceToHME"":""{\""DistanceMeters\"":111847,\""DistanceMiles\"":69.49867647607094,\""DistanceText\"":\""69.5 mi\"",\""DurationDays\"":0.14024305555555555,\""DurationMinutes\"":67.31666666666666,\""DurationSeconds\"":4039,\""DurationText\"":\""1 hour 7 mins\"",\""TransitDurationText\"":\""1 hour, 8 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0997265,\""lng\"":-94.5785667},\""viewport\"":{\""east\"":-94.38552203989353,\""north\"":39.3566620081523,\""south\"":38.82717597767778,\""west\"":-94.76591699667073}}""}"
122980,23-011,NNS - SMAF Office and Misc Steel,"6801 Shipyard Dr, Newport News, VA 23607, USA","{""location"":{""lat"":37.0060497,""lng"":-76.4470963},""viewport"":{""east"":-76.4454723697085,""north"":37.00753788029149,""south"":37.00483991970849,""west"":-76.44817033029152}}","{""Street1"":""6801 Shipyard Dr"",""Street2"":null,""City"":""Newport News"",""State"":""VA"",""Zip"":""23607"",""Country"":""USA"",""GooglePlaceID"":""ChIJCcsCm2eduokRXLudkP1b0Rg"",""CityStateString"":""Newport News, VA"",""Address_HTML"":""<span class=\""street-address\"">6801 Shipyard Dr</span>, <span class=\""locality\"">Newport News</span>, <span class=\""region\"">VA</span> <span class=\""postal-code\"">23607</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""6801 Shipyard Dr, Newport News, VA 23607, USA"",""Address_Vicinity"":""Newport News"",""DistanceToHME"":""{\""DistanceMeters\"":1945488,\""DistanceMiles\"":1208.8732026793593,\""DistanceText\"":\""1,209 mi\"",\""DurationDays\"":2.252083333333333,\""DurationMinutes\"":1081,\""DurationSeconds\"":64860,\""DurationText\"":\""18 hours 1 min\"",\""TransitDurationText\"":\""2 days, 2 hours\""}"",""Geometry"":""{\""location\"":{\""lat\"":37.0060497,\""lng\"":-76.4470963},\""viewport\"":{\""east\"":-76.4454723697085,\""north\"":37.00753788029149,\""south\"":37.00483991970849,\""west\"":-76.44817033029152}}""}"
123004,23-012,Papillion Creek WRRF Biosolids & Energy Improvements,"15705 Harlan Lewis Rd, Bellevue, NE 68123, USA","{""location"":{""lat"":41.079157,""lng"":-95.88060399999999},""viewport"":{""east"":-95.87925501970848,""north"":41.08050598029149,""south"":41.0778080197085,""west"":-95.88195298029149}}","{""Street1"":""15705 Harlan Lewis Rd"",""Street2"":null,""City"":""Bellevue"",""State"":""NE"",""Zip"":""68123-5728"",""Country"":""USA"",""GooglePlaceID"":""ChIJk7KaTsZ5lIcR0o1eawrG94A"",""CityStateString"":""Bellevue, NE"",""Address_HTML"":""<span class=\""street-address\"">15705 Harlan Lewis Rd</span>, <span class=\""locality\"">Bellevue</span>, <span class=\""region\"">NE</span> <span class=\""postal-code\"">68123-5728</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""15705 Harlan Lewis Rd, Bellevue, NE 68123, USA"",""Address_Vicinity"":""Bellevue"",""DistanceToHME"":""{\""DistanceMeters\"":235214,\""DistanceMiles\"":146.15556687834766,\""DistanceText\"":\""146 mi\"",\""DurationDays\"":0.2989930555555556,\""DurationMinutes\"":143.51666666666668,\""DurationSeconds\"":8611,\""DurationText\"":\""2 hours 24 mins\"",\""TransitDurationText\"":\""2 hours, 24 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":41.079157,\""lng\"":-95.88060399999999},\""viewport\"":{\""east\"":-95.87925501970848,\""north\"":41.08050598029149,\""south\"":41.0778080197085,\""west\"":-95.88195298029149}}""}"
123006,23-013,Superstition Area Water Plant,"4850 S Ironwood Dr, Apache Junction, AZ 85120, USA","{""location"":{""lat"":33.3719568,""lng"":-111.5641109},""viewport"":{""east"":-111.5624602697085,""north"":33.3733054302915,""south"":33.3706074697085,""west"":-111.5651582302915}}","{""Street1"":""4850 S Ironwood Dr"",""Street2"":null,""City"":""Apache Junction"",""State"":""AZ"",""Zip"":""85120-7167"",""Country"":""USA"",""GooglePlaceID"":""ChIJo35XUqm2K4cR8XBw2zCUQOs"",""CityStateString"":""Apache Junction, AZ"",""Address_HTML"":""<span class=\""street-address\"">4850 S Ironwood Dr</span>, <span class=\""locality\"">Apache Junction</span>, <span class=\""region\"">AZ</span> <span class=\""postal-code\"">85120-7167</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""4850 S Ironwood Dr, Apache Junction, AZ 85120, USA"",""Address_Vicinity"":""Apache Junction"",""DistanceToHME"":""{\""DistanceMeters\"":1844322,\""DistanceMiles\"":1146.0114084034449,\""DistanceText\"":\""1,146 mi\"",\""DurationDays\"":2.2385763888888888,\""DurationMinutes\"":1074.5166666666667,\""DurationSeconds\"":64471,\""DurationText\"":\""17 hours 55 mins\"",\""TransitDurationText\"":\""2 days, 1 hour, 56 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":33.3719568,\""lng\"":-111.5641109},\""viewport\"":{\""east\"":-111.5624602697085,\""north\"":33.3733054302915,\""south\"":33.3706074697085,\""west\"":-111.5651582302915}}""}"
123109,23-014,Pauline Central Primary School Addition & Renovation,"6625 SW Westview Rd, Topeka, KS 66619, USA","{""location"":{""lat"":38.9468338,""lng"":-95.69783950000001},""viewport"":{""east"":-95.6962056697085,""north"":38.9481825302915,""south"":38.9454845697085,""west"":-95.69890363029151}}","{""Street1"":""6625 SW Westview Rd"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66619-1420"",""Country"":""USA"",""GooglePlaceID"":""ChIJwZ-IWs8dv4cRPgh4aEEk-IE"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">6625 SW Westview Rd</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66619-1420</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""6625 SW Westview Rd, Topeka, KS 66619, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":28744,\""DistanceMiles\"":17.860737942262045,\""DistanceText\"":\""17.9 mi\"",\""DurationDays\"":0.04611111111111111,\""DurationMinutes\"":22.133333333333333,\""DurationSeconds\"":1328,\""DurationText\"":\""22 mins\"",\""TransitDurationText\"":\""24 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9468338,\""lng\"":-95.69783950000001},\""viewport\"":{\""east\"":-95.6962056697085,\""north\"":38.9481825302915,\""south\"":38.9454845697085,\""west\"":-95.69890363029151}}""}"
123137,23-017,VANDERBILT BASKETBALL PRACTICE FACILITY,"Nashville, TN 37203, USA","{""location"":{""lat"":36.1523805,""lng"":-86.7893889},""viewport"":{""east"":-86.75859827762206,""north"":36.17017717279685,""south"":36.12580522855248,""west"":-86.82282338010377}}","{""Street1"":null,""Street2"":null,""City"":""Nashville"",""State"":""TN"",""Zip"":""37203"",""Country"":""USA"",""GooglePlaceID"":""ChIJD7DT8Y1mZIgRCjsC-fBCH7g"",""CityStateString"":""Nashville, TN"",""Address_HTML"":""<span class=\""locality\"">Nashville</span>, <span class=\""region\"">TN</span> <span class=\""postal-code\"">37203</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Nashville, TN 37203, USA"",""Address_Vicinity"":""Nashville"",""DistanceToHME"":""{\""DistanceMeters\"":1002139,\""DistanceMiles\"":622.7018529335007,\""DistanceText\"":\""623 mi\"",\""DurationDays\"":1.1506944444444445,\""DurationMinutes\"":552.3333333333334,\""DurationSeconds\"":33140,\""DurationText\"":\""9 hours 12 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 12 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":36.1523805,\""lng\"":-86.7893889},\""viewport\"":{\""east\"":-86.75859827762206,\""north\"":36.17017717279685,\""south\"":36.12580522855248,\""west\"":-86.82282338010377}}""}"
123211,23-019,HARRIS FAB 100X200 SHOP ADDITION - PEMB,"2520 N Kansas Ave, Topeka, KS 66617, USA","{""location"":{""lat"":39.0928116,""lng"":-95.65944879999999},""viewport"":{""east"":-95.65839291970849,""north"":39.09416218029151,""south"":39.09146421970851,""west"":-95.6610908802915}}","{""Street1"":""2520 N Kansas Ave"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66617"",""Country"":""USA"",""GooglePlaceID"":""ChIJdT0iX-QDv4cRNpfSbH5eHY4"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">2520 N Kansas Ave</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66617</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2520 N Kansas Ave, Topeka, KS 66617, USA"",""Address_Vicinity"":""2520 North Kansas Avenue, Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":5209,\""DistanceMiles\"":3.2367305852088437,\""DistanceText\"":\""3.2 mi\"",\""DurationDays\"":0.014548611111111111,\""DurationMinutes\"":6.983333333333333,\""DurationSeconds\"":419,\""DurationText\"":\""7 mins\"",\""TransitDurationText\"":\""5 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0928116,\""lng\"":-95.65944879999999},\""viewport\"":{\""east\"":-95.65839291970849,\""north\"":39.09416218029151,\""south\"":39.09146421970851,\""west\"":-95.6610908802915}}""}"
123306,23-022,Salina WWTP,"596 N Marymount Rd, Salina, KS 67401, USA","{""location"":{""lat"":38.8533233,""lng"":-97.56985859999999},""viewport"":{""east"":-97.56857566970848,""north"":38.8546713802915,""south"":38.8519734197085,""west"":-97.5712736302915}}","{""Street1"":""596 N Marymount Rd"",""Street2"":null,""City"":""Salina"",""State"":""KS"",""Zip"":""67401-9534"",""Country"":""USA"",""GooglePlaceID"":""ChIJ_4cQE7PFvIcRCKDV3E4O9uI"",""CityStateString"":""Salina, KS"",""Address_HTML"":""<span class=\""street-address\"">596 N Marymount Rd</span>, <span class=\""locality\"">Salina</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67401-9534</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""596 N Marymount Rd, Salina, KS 67401, USA"",""Address_Vicinity"":""Salina"",""DistanceToHME"":""{\""DistanceMeters\"":177779,\""DistanceMiles\"":110.467023748866,\""DistanceText\"":\""110 mi\"",\""DurationDays\"":0.2069097222222222,\""DurationMinutes\"":99.31666666666666,\""DurationSeconds\"":5959,\""DurationText\"":\""1 hour 39 mins\"",\""TransitDurationText\"":\""1 hour, 41 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.8533233,\""lng\"":-97.56985859999999},\""viewport\"":{\""east\"":-97.56857566970848,\""north\"":38.8546713802915,\""south\"":38.8519734197085,\""west\"":-97.5712736302915}}""}"
123308,23-023,Birmingham Pump Station,"11011 NE Birmingham Rd, Kansas City, MO 64161, USA","{""location"":{""lat"":39.1656834,""lng"":-94.45761569999999},""viewport"":{""east"":-94.4562667197085,""north"":39.1670323802915,""south"":39.1643344197085,""west"":-94.4589646802915}}","{""Street1"":""11011 NE Birmingham Rd"",""Street2"":null,""City"":""Kansas City"",""State"":""MO"",""Zip"":""64161"",""Country"":""USA"",""GooglePlaceID"":""EjIxMTAxMSBORSBCaXJtaW5naGFtIFJkLCBLYW5zYXMgQ2l0eSwgTU8gNjQxNjEsIFVTQSIxEi8KFAoSCS2bQGe9_sCHES3cKCwKmU2FEINWKhQKEgnjLBEoNfnAhxFkNy5gz-8d0w"",""CityStateString"":""Kansas City, MO"",""Address_HTML"":""<span class=\""street-address\"">11011 NE Birmingham Rd</span>, <span class=\""locality\"">Kansas City</span>, <span class=\""region\"">MO</span> <span class=\""postal-code\"">64161</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""11011 NE Birmingham Rd, Kansas City, MO 64161, USA"",""Address_Vicinity"":""Kansas City"",""DistanceToHME"":""{\""DistanceMeters\"":127050,\""DistanceMiles\"":78.94540619135795,\""DistanceText\"":\""78.9 mi\"",\""DurationDays\"":0.165625,\""DurationMinutes\"":79.5,\""DurationSeconds\"":4770,\""DurationText\"":\""1 hour 20 mins\"",\""TransitDurationText\"":\""1 hour, 22 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.1656834,\""lng\"":-94.45761569999999},\""viewport\"":{\""east\"":-94.4562667197085,\""north\"":39.1670323802915,\""south\"":39.1643344197085,\""west\"":-94.4589646802915}}""}"
123345,23-024,Hill's PNC Organic Waste Facility,"1035 NE 43rd St, Topeka, KS 66617, USA","{""location"":{""lat"":39.120407,""lng"":-95.637231},""viewport"":{""east"":-95.63588366970849,""north"":39.12167713029149,""south"":39.1189791697085,""west"":-95.63858163029151}}","{""Street1"":""1035 NE 43rd St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66617-1587"",""Country"":""USA"",""GooglePlaceID"":""ChIJ1a68urcGv4cRpGgRwrGmU70"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">1035 NE 43rd St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66617-1587</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1035 NE 43rd St, Topeka, KS 66617, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":8556,\""DistanceMiles\"":5.316465134775747,\""DistanceText\"":\""5.3 mi\"",\""DurationDays\"":0.023680555555555555,\""DurationMinutes\"":11.366666666666667,\""DurationSeconds\"":682,\""DurationText\"":\""11 mins\"",\""TransitDurationText\"":\""10 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.120407,\""lng\"":-95.637231},\""viewport\"":{\""east\"":-95.63588366970849,\""north\"":39.12167713029149,\""south\"":39.1189791697085,\""west\"":-95.63858163029151}}""}"
123364,23-027,Cranes for Harris Fabrication PEMB,"2520 N Kansas Ave, Topeka, KS 66617, USA","{""location"":{""lat"":39.0931754,""lng"":-95.65910579999999},""viewport"":{""east"":-95.65822031970849,""north"":39.0944567302915,""south"":39.0917587697085,""west"":-95.6609182802915}}","{""Street1"":""2520 N Kansas Ave"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66617-1468"",""Country"":""USA"",""GooglePlaceID"":""ChIJI8mvVuQDv4cRji6w8v0DIuI"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">2520 N Kansas Ave</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66617-1468</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2520 N Kansas Ave, Topeka, KS 66617, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":5250,\""DistanceMiles\"":3.2622068674114857,\""DistanceText\"":\""3.3 mi\"",\""DurationDays\"":0.013090277777777777,\""DurationMinutes\"":6.283333333333333,\""DurationSeconds\"":377,\""DurationText\"":\""6 mins\"",\""TransitDurationText\"":\""5 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0931754,\""lng\"":-95.65910579999999},\""viewport\"":{\""east\"":-95.65822031970849,\""north\"":39.0944567302915,\""south\"":39.0917587697085,\""west\"":-95.6609182802915}}""}"
123447,23-030,INDUSTRIAL MAINTENANCE - BLDG 1 PEMB,"4501 NW US Hwy 24, Topeka, KS 66618, USA","{""location"":{""lat"":39.089454,""lng"":-95.73325369999999},""viewport"":{""east"":-95.73180551970849,""north"":39.09107223029149,""south"":39.0883742697085,""west"":-95.7345034802915}}","{""Street1"":null,""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66618"",""Country"":""USA"",""GooglePlaceID"":""ChIJCfm1Efn9vocRxH_K7JA1mrU"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""4501 NW US Hwy 24, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66618</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""4501 NW US Hwy 24, Topeka, KS 66618, USA"",""Address_Vicinity"":""4501 NW US Hwy 24, Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":6059,\""DistanceMiles\"":3.7648974113611793,\""DistanceText\"":\""3.8 mi\"",\""DurationDays\"":0.015625,\""DurationMinutes\"":7.5,\""DurationSeconds\"":450,\""DurationText\"":\""8 mins\"",\""TransitDurationText\"":\""10 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.089454,\""lng\"":-95.73325369999999},\""viewport\"":{\""east\"":-95.73180551970849,\""north\"":39.09107223029149,\""south\"":39.0883742697085,\""west\"":-95.7345034802915}}""}"
123488,23-033,Washburn Rural High School Addition,"5900 SW 61st St, Topeka, KS 66619, USA","{""location"":{""lat"":38.9573715,""lng"":-95.75978289999999},""viewport"":{""east"":-95.75783786970848,""north"":38.9590219802915,""south"":38.9563240197085,""west"":-95.7605358302915}}","{""Street1"":""5900 SW 61st St"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66619-9404"",""Country"":""USA"",""GooglePlaceID"":""ChIJOQyhqEXivocR6qgbEaqpjss"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">5900 SW 61st St</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66619-9404</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""5900 SW 61st St, Topeka, KS 66619, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":23335,\""DistanceMiles\"":14.499732809723241,\""DistanceText\"":\""14.5 mi\"",\""DurationDays\"":0.042881944444444445,\""DurationMinutes\"":20.583333333333332,\""DurationSeconds\"":1235,\""DurationText\"":\""21 mins\"",\""TransitDurationText\"":\""20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.9573715,\""lng\"":-95.75978289999999},\""viewport\"":{\""east\"":-95.75783786970848,\""north\"":38.9590219802915,\""south\"":38.9563240197085,\""west\"":-95.7605358302915}}""}"
